time(s);utilisation(0-1);utilisation_threshold(0-1)0,00,0,00,0,80
300,10,0,03,0,80
600,10,0,00,0,80
900,10,0,00,0,80
1200,10,0,00,0,80
1500,10,0,00,0,80
1800,10,0,00,0,80
2100,10,0,00,0,80
2400,10,0,00,0,80
2700,10,0,00,0,80
3000,10,0,00,0,80
3300,10,0,00,0,80
3600,10,0,00,0,80
3900,10,0,00,0,80
4200,10,0,00,0,80
4500,10,0,00,0,80
4800,10,0,00,0,80
5100,10,0,00,0,80
5400,10,0,00,0,80
5700,10,0,00,0,80
6000,10,0,00,0,80
6300,10,0,00,0,80
6600,10,0,00,0,80
6900,10,0,00,0,80
7200,10,0,00,0,80
7500,10,0,00,0,80
7800,10,0,00,0,80
8100,10,0,00,0,80
8400,10,0,00,0,80
8700,10,0,00,0,80
9000,10,0,00,0,80
9300,10,0,00,0,80
9600,10,0,00,0,80
9900,10,0,00,0,80
10200,10,0,00,0,80
10500,10,0,00,0,80
10800,10,0,00,0,80
11100,10,0,00,0,80
11400,10,0,00,0,80
11700,10,0,00,0,80
12000,10,0,00,0,80
12300,10,0,00,0,80
12600,10,0,00,0,80
12900,10,0,00,0,80
13200,10,0,00,0,80
13500,10,0,00,0,80
13800,10,0,00,0,80
14100,10,0,00,0,80
14400,10,0,00,0,80
14700,10,0,00,0,80
15000,10,0,00,0,80
15300,10,0,00,0,80
15600,10,0,00,0,80
15900,10,0,00,0,80
16200,10,0,00,0,80
16500,10,0,00,0,80
16800,10,0,00,0,80
17100,10,0,00,0,80
17400,10,0,00,0,80
17700,10,0,00,0,80
18000,10,0,00,0,80
18300,10,0,00,0,80
18600,10,0,00,0,80
18900,10,0,00,0,80
19200,10,0,00,0,80
19500,10,0,00,0,80
19800,10,0,00,0,80
20100,10,0,00,0,80
20400,10,0,00,0,80
20700,10,0,00,0,80
21000,10,0,00,0,80
21300,10,0,00,0,80
21600,10,0,00,0,80
21900,10,0,00,0,80
22200,10,0,00,0,80
22500,10,0,00,0,80
22800,10,0,00,0,80
23100,10,0,00,0,80
23400,10,0,00,0,80
23700,10,0,00,0,80
24000,10,0,00,0,80
24300,10,0,00,0,80
24600,10,0,00,0,80
24900,10,0,00,0,80
25200,10,0,00,0,80
25500,10,0,00,0,80
25800,10,0,00,0,80
26100,10,0,00,0,80
26400,10,0,00,0,80
26700,10,0,00,0,80
27000,10,0,00,0,80
27300,10,0,00,0,80
27600,10,0,00,0,80
27900,10,0,00,0,80
28200,10,0,00,0,80
28500,10,0,00,0,80
28800,10,0,00,0,80
29100,10,0,00,0,80
29400,10,0,00,0,80
29700,10,0,00,0,80
30000,10,0,00,0,80
30300,10,0,00,0,80
30600,10,0,00,0,80
30900,10,0,00,0,80
31200,10,0,00,0,80
31500,10,0,00,0,80
31800,10,0,00,0,80
32100,10,0,00,0,80
32400,10,0,00,0,80
32700,10,0,00,0,80
33000,10,0,00,0,80
33300,10,0,00,0,80
33600,10,0,00,0,80
33900,10,0,00,0,80
34200,10,0,00,0,80
34500,10,0,00,0,80
34800,10,0,00,0,80
35100,10,0,00,0,80
35400,10,0,00,0,80
35700,10,0,00,0,80
36000,10,0,00,0,80
36300,10,0,00,0,80
36600,10,0,00,0,80
36900,10,0,00,0,80
37200,10,0,00,0,80
37500,10,0,00,0,80
37800,10,0,00,0,80
38100,10,0,00,0,80
38400,10,0,00,0,80
38700,10,0,00,0,80
39000,10,0,00,0,80
39300,10,0,00,0,80
39600,10,0,00,0,80
39900,10,0,00,0,80
40200,10,0,00,0,80
40500,10,0,00,0,80
40800,10,0,00,0,80
41100,10,0,00,0,80
41400,10,0,00,0,80
41700,10,0,00,0,80
42000,10,0,00,0,80
42300,10,0,00,0,80
42600,10,0,00,0,80
42900,10,0,00,0,80
43200,10,0,00,0,80
43500,10,0,00,0,80
43800,10,0,00,0,80
44100,10,0,00,0,80
44400,10,0,00,0,80
44700,10,0,00,0,80
45000,10,0,00,0,80
45300,10,0,00,0,80
45600,10,0,00,0,80
45900,10,0,00,0,80
46200,10,0,00,0,80
46500,10,0,00,0,80
46800,10,0,00,0,80
47100,10,0,00,0,80
47400,10,0,00,0,80
47700,10,0,00,0,80
48000,10,0,00,0,80
48300,10,0,00,0,80
48600,10,0,00,0,80
48900,10,0,00,0,80
49200,10,0,00,0,80
49500,10,0,00,0,80
49800,10,0,00,0,80
50100,10,0,00,0,80
50400,10,0,00,0,80
50700,10,0,00,0,80
51000,10,0,00,0,80
51300,10,0,00,0,80
51600,10,0,00,0,80
51900,10,0,00,0,80
52200,10,0,00,0,80
52500,10,0,00,0,80
52800,10,0,00,0,80
53100,10,0,00,0,80
53400,10,0,00,0,80
53700,10,0,00,0,80
54000,10,0,00,0,80
54300,10,0,00,0,80
54600,10,0,00,0,80
54900,10,0,00,0,80
55200,10,0,00,0,80
55500,10,0,00,0,80
55800,10,0,00,0,80
56100,10,0,00,0,80
56400,10,0,00,0,80
56700,10,0,00,0,80
57000,10,0,00,0,80
57300,10,0,00,0,80
57600,10,0,00,0,80
57900,10,0,00,0,80
58200,10,0,00,0,80
58500,10,0,00,0,80
58800,10,0,00,0,80
59100,10,0,00,0,80
59400,10,0,00,0,80
59700,10,0,00,0,80
60000,10,0,00,0,80
60300,10,0,00,0,80
60600,10,0,00,0,80
60900,10,0,00,0,80
61200,10,0,00,0,80
61500,10,0,00,0,80
61800,10,0,00,0,80
62100,10,0,00,0,80
62400,10,0,00,0,80
62700,10,0,00,0,80
63000,10,0,00,0,80
63300,10,0,00,0,80
63600,10,0,00,0,80
63900,10,0,00,0,80
64200,10,0,00,0,80
64500,10,0,00,0,80
64800,10,0,00,0,80
65100,10,0,00,0,80
65400,10,0,00,0,80
65700,10,0,00,0,80
66000,10,0,00,0,80
66300,10,0,00,0,80
66600,10,0,00,0,80
66900,10,0,00,0,80
67200,10,0,00,0,80
67500,10,0,00,0,80
67800,10,0,00,0,80
68100,10,0,00,0,80
68400,10,0,00,0,80
68700,10,0,00,0,80
69000,10,0,00,0,80
69300,10,0,00,0,80
69600,10,0,00,0,80
69900,10,0,00,0,80
70200,10,0,00,0,80
70500,10,0,00,0,80
70800,10,0,00,0,80
71100,10,0,00,0,80
71400,10,0,00,0,80
71700,10,0,00,0,80
72000,10,0,00,0,80
72300,10,0,00,0,80
72600,10,0,00,0,80
72900,10,0,00,0,80
73200,10,0,00,0,80
73500,10,0,00,0,80
73800,10,0,00,0,80
74100,10,0,00,0,80
74400,10,0,00,0,80
74700,10,0,00,0,80
75000,10,0,00,0,80
75300,10,0,00,0,80
75600,10,0,00,0,80
75900,10,0,00,0,80
76200,10,0,00,0,80
76500,10,0,00,0,80
76800,10,0,00,0,80
77100,10,0,00,0,80
77400,10,0,00,0,80
77700,10,0,00,0,80
78000,10,0,00,0,80
78300,10,0,00,0,80
78600,10,0,00,0,80
78900,10,0,00,0,80
79200,10,0,00,0,80
79500,10,0,00,0,80
79800,10,0,00,0,80
80100,10,0,00,0,80
80400,10,0,00,0,80
80700,10,0,00,0,80
81000,10,0,00,0,80
81300,10,0,00,0,80
81600,10,0,00,0,80
81900,10,0,00,0,80
82200,10,0,00,0,80
82500,10,0,00,0,80
82800,10,0,00,0,80
83100,10,0,00,0,80
83400,10,0,00,0,80
83700,10,0,00,0,80
84000,10,0,00,0,80
84300,10,0,00,0,80
84600,10,0,00,0,80
84900,10,0,00,0,80
85200,10,0,00,0,80
85500,10,0,00,0,80
85800,10,0,00,0,80
86100,10,0,00,0,80
